Depth..MAB.,Station,Date_open,Date_closed,Collect_date,Duration.open,Org C flux (mg/m2/day),Total C flux (mg/m^2/day),PIC flux (mg C m^2/d)
600,621,6/5/1991,6/15/1991,6/8/1991,10,9.5737168,15.0935976,5.5198808
600,621,6/5/1991,6/15/1991,6/9/1991,10,9.5737168,15.0935976,5.5198808
600,621,6/5/1991,6/15/1991,6/10/1991,10,9.5737168,15.0935976,5.5198808
600,621,6/5/1991,6/15/1991,6/11/1991,10,9.5737168,15.0935976,5.5198808
600,621,6/5/1991,6/15/1991,6/12/1991,10,9.5737168,15.0935976,5.5198808
600,621,6/5/1991,6/15/1991,6/13/1991,10,9.5737168,15.0935976,5.5198808
600,621,6/5/1991,6/15/1991,6/14/1991,10,9.5737168,15.0935976,5.5198808
600,621,6/15/1991,6/25/1991,6/15/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/16/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/17/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/18/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/19/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/20/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/21/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/22/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/23/1991,10,27.8733392,44.2227352,16.349396
600,621,6/15/1991,6/25/1991,6/24/1991,10,27.8733392,44.2227352,16.349396
NA,NA,NA,NA,6/25/1991,NA,NA,NA,#VALUE!
600,725,6/26/1991,7/6/1991,6/26/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,6/27/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,6/28/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,6/29/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,6/30/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,7/1/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,7/2/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,7/3/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,7/4/1991,10,11.4715008,18.364464,6.8929632
600,725,6/26/1991,7/6/1991,7/5/1991,10,11.4715008,18.364464,6.8929632
600,725,7/6/1991,7/16/1991,7/6/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/7/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/8/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/9/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/10/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/11/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/12/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/13/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/14/1991,10,9.3024512,14.9900912,5.68764
600,725,7/6/1991,7/16/1991,7/15/1991,10,9.3024512,14.9900912,5.68764
600,725,7/16/1991,7/26/1991,7/16/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/17/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/18/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/19/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/20/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/21/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/22/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/23/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/24/1991,10,2.432304,4.096512,1.664208
600,725,7/16/1991,7/26/1991,7/25/1991,10,2.432304,4.096512,1.664208
600,725,7/26/1991,8/5/1991,7/26/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,7/27/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,7/28/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,7/29/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,7/30/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,7/31/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,8/1/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,8/2/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,8/3/1991,10,2.7590064,4.6488888,1.8898824
600,725,7/26/1991,8/5/1991,8/4/1991,10,2.7590064,4.6488888,1.8898824
600,725,8/5/1991,8/15/1991,8/5/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/6/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/7/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/8/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/9/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/10/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/11/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/12/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/13/1991,10,3.641376,5.665248,2.023872
600,725,8/5/1991,8/15/1991,8/14/1991,10,3.641376,5.665248,2.023872
600,725,8/15/1991,8/25/1991,8/15/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/16/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/17/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/18/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/19/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/20/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/21/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/22/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/23/1991,10,5.3140576,7.181992,1.8679344
600,725,8/15/1991,8/25/1991,8/24/1991,10,5.3140576,7.181992,1.8679344
600,725,8/25/1991,9/4/1991,8/25/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,8/26/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,8/27/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,8/28/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,8/29/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,8/30/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,8/31/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,9/1/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,9/2/1991,10,2.5229344,3.8577072,1.3347728
600,725,8/25/1991,9/4/1991,9/3/1991,10,2.5229344,3.8577072,1.3347728
600,725,9/4/1991,9/14/1991,9/4/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/5/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/6/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/7/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/8/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/9/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/10/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/11/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/12/1991,10,1.2906144,1.941168,0.6505536
600,725,9/4/1991,9/14/1991,9/13/1991,10,1.2906144,1.941168,0.6505536
600,725,9/14/1991,9/24/1991,9/14/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/15/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/16/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/17/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/18/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/19/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/20/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/21/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/22/1991,10,0.433152,0.638448,0.205296
600,725,9/14/1991,9/24/1991,9/23/1991,10,0.433152,0.638448,0.205296
600,725,9/24/1991,10/4/1991,9/24/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,9/25/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,9/26/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,9/27/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,9/28/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,9/29/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,9/30/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,10/1/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,10/2/1991,10,0.792688,1.127464,0.334776
600,725,9/24/1991,10/4/1991,10/3/1991,10,0.792688,1.127464,0.334776
600,725,10/4/1991,10/14/1991,10/4/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/5/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/6/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/7/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/8/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/9/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/10/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/11/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/12/1991,10,1.1625536,1.46952,0.3069664
600,725,10/4/1991,10/14/1991,10/13/1991,10,1.1625536,1.46952,0.3069664
600,725,10/14/1991,10/24/1991,10/14/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/15/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/16/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/17/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/18/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/19/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/20/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/21/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/22/1991,10,1.3229352,1.7296824,0.4067472
600,725,10/14/1991,10/24/1991,10/23/1991,10,1.3229352,1.7296824,0.4067472
NA,NA,NA,NA,10/24/1991,NA,NA,NA,#VALUE!
600,1014,10/25/1991,11/4/1991,10/25/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,10/26/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,10/27/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,10/28/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,10/29/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,10/30/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,10/31/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,11/1/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,11/2/1991,10,3.200917333,4.420058667,1.219141334
600,1014,10/25/1991,11/4/1991,11/3/1991,10,3.200917333,4.420058667,1.219141334
600,1014,11/4/1991,11/14/1991,11/4/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/5/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/6/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/7/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/8/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/9/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/10/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/11/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/12/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/4/1991,11/14/1991,11/13/1991,10,4.871338667,6.831552,1.960213333
600,1014,11/14/1991,11/24/1991,11/14/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/15/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/16/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/17/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/18/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/19/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/20/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/21/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/22/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/14/1991,11/24/1991,11/23/1991,10,6.528181333,9.10728,2.579098667
600,1014,11/24/1991,12/4/1991,11/24/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,11/25/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,11/26/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,11/27/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,11/28/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,11/29/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,11/30/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,12/1/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,12/2/1991,10,9.381482667,13.27300533,3.891522663
600,1014,11/24/1991,12/4/1991,12/3/1991,10,9.381482667,13.27300533,3.891522663
600,1014,12/4/1991,12/14/1991,12/4/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/5/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/6/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/7/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/8/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/9/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/10/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/11/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/12/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/4/1991,12/14/1991,12/13/1991,10,9.481685333,13.87746667,4.395781337
600,1014,12/14/1991,12/24/1991,12/14/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/15/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/16/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/17/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/18/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/19/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/20/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/21/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/22/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/14/1991,12/24/1991,12/23/1991,10,18.84179733,28.30432,9.46252267
600,1014,12/24/1991,1/3/1992,12/24/1991,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,12/25/1991,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,12/26/1991,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,12/27/1991,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,12/28/1991,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,12/29/1991,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,12/30/1991,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,12/31/1991,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,1/1/1992,10,8.031552,12.262864,4.231312
600,1014,12/24/1991,1/3/1992,1/2/1992,10,8.031552,12.262864,4.231312
600,1014,1/3/1992,1/13/1992,1/3/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/4/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/5/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/6/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/7/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/8/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/9/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/10/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/11/1992,10,6.74304,12.46208,5.71904
600,1014,1/3/1992,1/13/1992,1/12/1992,10,6.74304,12.46208,5.71904
600,1014,1/13/1992,1/23/1992,1/13/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/14/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/15/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/16/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/17/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/18/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/19/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/20/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/21/1992,10,5.540704,8.959184,3.41848
600,1014,1/13/1992,1/23/1992,1/22/1992,10,5.540704,8.959184,3.41848
600,1014,1/23/1992,2/2/1992,1/23/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,1/24/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,1/25/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,1/26/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,1/27/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,1/28/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,1/29/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,1/30/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,1/31/1992,10,1.383296,2.313482667,0.930186667
600,1014,1/23/1992,2/2/1992,2/1/1992,10,1.383296,2.313482667,0.930186667
600,1014,2/2/1992,2/12/1992,2/2/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/3/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/4/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/5/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/6/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/7/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/8/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/9/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/10/1992,10,2.973408,5.071488,2.09808
600,1014,2/2/1992,2/12/1992,2/11/1992,10,2.973408,5.071488,2.09808
600,1014,2/12/1992,2/22/1992,2/12/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/13/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/14/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/15/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/16/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/17/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/18/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/19/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/20/1992,10,1.667541333,2.665226667,0.997685334
600,1014,2/12/1992,2/22/1992,2/21/1992,10,1.667541333,2.665226667,0.997685334
NA,NA,NA,NA,2/22/1992,NA,NA,NA,#VALUE!
NA,NA,NA,NA,2/23/1992,NA,NA,NA,#VALUE!
NA,NA,NA,NA,2/24/1992,NA,NA,NA,#VALUE!
600,1118,2/25/1992,3/6/1992,2/25/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,2/26/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,2/27/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,2/28/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,2/29/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,3/1/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,3/2/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,3/3/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,3/4/1992,10,1.309872,2.740848,1.430976
600,1118,2/25/1992,3/6/1992,3/5/1992,10,1.309872,2.740848,1.430976
600,1118,3/6/1992,3/16/1992,3/6/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/7/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/8/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/9/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/10/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/11/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/12/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/13/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/14/1992,10,2.13504,3.06944,0.9344
600,1118,3/6/1992,3/16/1992,3/15/1992,10,2.13504,3.06944,0.9344
600,1118,3/16/1992,3/26/1992,3/16/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/17/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/18/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/19/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/20/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/21/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/22/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/23/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/24/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/16/1992,3/26/1992,3/25/1992,10,0.951216,1.392421333,0.441205333
600,1118,3/26/1992,4/5/1992,3/26/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,3/27/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,3/28/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,3/29/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,3/30/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,3/31/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,4/1/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,4/2/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,4/3/1992,10,0.900464,1.650405333,0.749941333
600,1118,3/26/1992,4/5/1992,4/4/1992,10,0.900464,1.650405333,0.749941333
600,1118,4/5/1992,4/15/1992,4/5/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/6/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/7/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/8/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/9/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/10/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/11/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/12/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/13/1992,10,2.418496,3.841024,1.422528
600,1118,4/5/1992,4/15/1992,4/14/1992,10,2.418496,3.841024,1.422528
600,1118,4/15/1992,4/25/1992,4/15/1992,10,1.609632,2.899656,1.290024
600,1118,4/15/1992,4/25/1992,4/16/1992,10,1.609632,2.899656,1.290024
600,1118,4/15/1992,4/25/1992,4/17/1992,10,1.609632,2.899656,1.290024
600,1118,4/15/1992,4/25/1992,4/18/1992,10,1.609632,2.899656,1.290024
